0.0290239	-0.00419479	0.0446291	-0.0178463	0.0502273	-0.047006	0.0365392	-0.0982375	-0.00644973	-0.178338	-0.0890742	-0.294058	-0.124715	-0.35526	-0.128483	-0.374426	-0.113094	-0.362887	-0.0886704	-0.330669	-0.0627928	-0.286381	-0.0406769	-0.237155	-0.0254065	-0.188619	-0.0181582	-0.144898	-0.0183812	-0.108645	-0.0239138	-0.081083	-0.031038	-0.0620623	-0.0344887	-0.0501266	-0.0274543	-0.0425848	-0.0209602	-0.0355882	-0.0149762	-0.0291068	-0.00947383	-0.023112	-0.00442607	-0.0175766	0.000192756	-0.0124751	0.00440702	-0.00778288	0.00823981	-0.00347693	0.011713	0.000464755	0.0148475	0.00406298	0.0176628	0.0073375	0.0201777	0.010307	0.0224099	0.0129893	0.0243762	0.0154012	0.0260924	0.0175586	0.0275737	0.0194767	0.0288344	0.0211698	0.0298879	0.0226515	0.0307471	0.0239346	0.0314242	0.0250313	0.0319305	0.0259531	0.0322771	0.0267111	0.0324743	0.0273155	0.0325317	0.0277761	0.0324587	0.0281023	0.0322639	0.0283027	0.0319556	0.0283857	0.0315417	0.0283592	0.0310295	0.0282306	0.030426	0.0280068	0.0297379	0.0276946	0.0289714	0.0273003	0.0281323	0.0268297	0.0272263	0.0262885	0.0262585	0.025682	0.0252341	0.0250152	0.0241576	0.0242928	0.0230335	0.0235192	0.021866	0.0226987	0.0206589	0.0218352	0.019416	0.0209325	0.0181408	0.019994	0.0168365	0.0190232	0.0155063	0.0180232	0.0141531	0.0169968	0.0127796	0.0159468	0.0113883	0.0148759	0.00998178	0.0137866	0.0085622	0.012681	0.00713171	0.0115614	0.00569233	0.0104298	0.00424591	0.00928814	0.00279421	0.00813815	0.00133888	0.00698152	-0.000118543	0.00581982	-0.00157663	0.00465452	-0.00303405	0.00348698	-0.00448954	0.00231848	-0.00594193	0.00115022	-0.00739016	-1.66935e-05	-0.0088332	-0.00118123	-0.0102701	-0.00234241	-0.0117001	-0.00349935	-0.0131222	-0.00465122	-0.0145358	-0.00579725	-0.0159402	-0.00693673	-0.0173348	-0.00806899	-0.0187189	-0.00919344	-0.0200921	-0.0103095	-0.0214538	-0.0114167	-0.0228036	-0.0125145	-0.0241412	-0.0136026	-0.0254661	-0.0146805	-0.026778	-0.0157478	-0.0280766	-0.0168043	-0.0293617	-0.0178497	-0.030633	-0.0188837	-0.0318904	-0.0199061	-0.0331335	-0.0209166	-0.0343624	-0.0219152	-0.0355769	-0.0229016	
-0.0280984	0.00125706	-0.0937999	0.0041063	-0.220008	0.00821886	-0.425854	0.0128552	-0.728441	0.0171084	-1.14057	0.0201253	-0.672525	0.0212873	-0.322772	0.0203201	-0.0777123	0.0172922	0.0797495	0.01255	0.167661	0.00662254	0.203348	0.000121823	0.202447	-0.00634858	0.178473	-0.0122666	0.142782	-0.0172453	0.104775	-0.0210664	0.0722366	-0.0236987	0.0517111	-0.025304	0.0488314	-0.0262349	0.0461081	-0.0270288	0.0435325	-0.0276943	0.0410963	-0.0282393	0.0387918	-0.0286714	0.0366115	-0.028998	0.0345484	-0.0292258	0.0325959	-0.0293612	0.0307477	-0.0294104	0.0289979	-0.0293792	0.0273408	-0.029273	0.025771	-0.029097	0.0242834	-0.0288561	0.0228734	-0.028555	0.0215363	-0.0281979	0.0202679	-0.027789	0.019064	-0.0273322	0.0179209	-0.0268311	0.0168349	-0.0262894	0.0158026	-0.0257101	0.0148207	-0.0250965	0.0138861	-0.0244515	0.0129959	-0.0237777	0.0121475	-0.0230778	0.0113381	-0.0223542	0.0105653	-0.0216093	0.00982686	-0.0208451	0.00912054	-0.0200638	0.00844428	-0.0192672	0.00779613	-0.0184571	0.00717426	-0.0176353	0.00657693	-0.0168033	0.00600251	-0.0159626	0.00544946	-0.0151146	0.00491632	-0.0142607	0.00440173	-0.013402	0.00390441	-0.0125397	0.00342313	-0.0116749	0.00295676	-0.0108086	0.00250423	-0.00994165	0.00206452	-0.00907504	0.0016367	-0.00820956	0.00121987	-0.00734595	0.000813194	-0.00648492	0.000415892	-0.00562713	2.72281e-05	-0.0047732	-0.000353486	-0.00392368	-0.000726896	-0.0030791	-0.00109361	-0.00223993	-0.00145418	-0.00140663	-0.00180914	-0.000579596	-0.00215899	0.000240791	-0.00250419	0.00105419	-0.00284515	0.00186028	-0.00318229	0.00265879	-0.00351598	0.00344946	-0.00384656	0.00423204	-0.00417434	0.00500634	-0.00449964	0.00577217	-0.00482272	0.00652935	-0.00514384	0.00727774	-0.00546324	0.00801722	-0.00578113	0.00874767	-0.00609771	0.00946899	-0.00641316	0.0101811	-0.00672767	0.010884	-0.00704137	0.0115775	-0.0073544	0.0122617	-0.00766691	0.0129365	-0.00797899	0.0136018	-0.00829077	0.0142578	-0.00860232	0.0149043	-0.00891373	0.0155415	-0.00922509	0.0161693	-0.00953645	0.0167877	-0.00984787	0.0173968	-0.0101594	0.0179967	-0.0104711	0.0185873	-0.010783	0.0191687	-0.0110951	0.0197411	-0.0114075	0.0203043	
0.025283	-0.00161454	0.0435727	-0.00812628	0.0582519	-0.024168	0.0619196	-0.0554058	0.0458762	-0.108222	0.000405092	-0.189399	-0.0847493	-0.305795	-0.123043	-0.367468	-0.129755	-0.387144	-0.117794	-0.376408	-0.0974385	-0.345513	-0.0763167	-0.303236	-0.0595097	-0.256781	-0.0497061	-0.211724	-0.0473441	-0.171981	-0.0507121	-0.139819	-0.0559948	-0.115873	-0.0572802	-0.0991891	-0.0465613	-0.0872795	-0.0366511	-0.0761906	-0.0275051	-0.0658776	-0.0190809	-0.056298	-0.0113383	-0.0474114	-0.00423907	-0.0391796	0.00225297	-0.0315663	0.00817215	-0.0245369	0.0135511	-0.0180589	0.0184206	-0.0121012	0.0228101	-0.00663442	0.0267474	-0.00163057	0.0302588	0.00293679	0.0333692	0.00709274	0.0361025	0.0108611	0.038481	0.0142644	0.0405261	0.0173241	0.0422579	0.0200604	0.0436956	0.0224925	0.0448572	0.0246387	0.0457599	0.0265163	0.0464201	0.0281415	0.0468529	0.0295298	0.0470731	0.0306961	0.0470945	0.031654	0.0469301	0.0324168	0.0465922	0.032997	0.0460926	0.0334063	0.0454423	0.0336558	0.0446518	0.0337562	0.043731	0.0337175	0.0426893	0.033549	0.0415354	0.0332597	0.0402778	0.0328581	0.0389244	0.0323521	0.0374825	0.0317492	0.0359594	0.0310567	0.0343615	0.0302813	0.0326952	0.0294292	0.0309664	0.0285065	0.0291807	0.0275189	0.0273434	0.0264717	0.0254593	0.02537	0.0235333	0.0242184	0.0215696	0.0230216	0.0195724	0.0217836	0.0175457	0.0205085	0.0154931	0.0192	0.013418	0.0178616	0.0113237	0.0164967	0.00921317	0.0151084	0.00708935	0.0136995	0.00495487	0.0122729	0.00281224	0.0108311	0.000663824	0.00937648	-0.00148819	0.00791139	-0.00364175	0.00643793	-0.00579493	0.00495808	-0.00794594	0.0034737	-0.0100931	0.00198653	-0.0122349	0.000498205	-0.0143697	-0.000989768	-0.0164964	-0.00247598	-0.0186137	-0.0039591	-0.0207203	-0.00543792	-0.0228152	-0.00691129	-0.0248975	-0.00837817	-0.0269661	-0.00983757	-0.0290204	-0.0112886	-0.0310593	-0.0127304	-0.0330824	-0.0141622	-0.0350889	-0.0155833	-0.0370782	-0.0169931	-0.0390499	-0.018391	-0.0410033	-0.0197764	-0.0429381	-0.0211488	-0.0448539	-0.0225077	-0.0467503	-0.0238529	-0.0486271	-0.0251839	-0.0504839	-0.0265003	-0.0523205	-0.027802	
0.0129113	0.00152013	-0.00875001	0.00511649	-0.0737163	0.0106085	-0.201052	0.0173053	-0.409376	0.024231	-0.715372	0.0303416	-1.13151	0.0347247	-0.667807	0.0367597	-0.322524	0.0362118	-0.0818692	0.033216	0.0714556	0.0282002	0.155748	0.0217794	0.188661	0.0146469	0.186266	0.00747436	0.162637	0.000830684	0.129823	-0.00487993	0.0980352	-0.00946048	0.0759544	-0.0129482	0.0710316	-0.0156295	0.0663947	-0.0180472	0.062028	-0.0202168	0.0579167	-0.022153	0.0540464	-0.0238696	0.050404	-0.0253799	0.0469766	-0.0266963	0.0437523	-0.0278307	0.0407196	-0.0287943	0.0378676	-0.0295977	0.0351862	-0.030251	0.0326655	-0.0307636	0.0302965	-0.0311446	0.0280703	-0.0314026	0.0259787	-0.0315455	0.0240139	-0.0315811	0.0221684	-0.0315166	0.0204352	-0.0313587	0.0188077	-0.0311139	0.0172795	-0.0307885	0.0158448	-0.030388	0.0144978	-0.0299181	0.0132333	-0.0293838	0.0120462	-0.0287899	0.0109317	-0.0281412	0.00988532	-0.027442	0.00890276	-0.0266962	0.00798	-0.0259079	0.00711323	-0.0250806	0.00629885	-0.0242177	0.00553346	-0.0233226	0.00481383	-0.0223982	0.00413694	-0.0214475	0.00349992	-0.020473	0.00290007	-0.0194775	0.00233484	-0.0184632	0.00180182	-0.0174323	0.00129875	-0.0163872	0.00082349	-0.0153296	0.000374026	-0.0142614	-5.15373e-05	-0.0131845	-0.000454986	-0.0121004	-0.000837999	-0.0110106	-0.00120216	-0.00991666	-0.00154895	-0.00881986	-0.00187976	-0.00772144	-0.00219592	-0.00662259	-0.00249866	-0.0055244	-0.00278912	-0.00442787	-0.00306839	-0.00333395	-0.0033375	-0.00224354	-0.00359739	-0.00115743	-0.00384896	-7.63912e-05	-0.00409304	0.000998877	-0.00433041	0.00206773	-0.0045618	0.00312956	-0.00478789	0.00418382	-0.00500931	0.00523001	-0.00522666	0.00626766	-0.00544049	0.00729635	-0.0056513	0.00831569	-0.00585958	0.00932532	-0.00606576	0.0103249	-0.00627025	0.0113142	-0.00647343	0.012293	-0.00667566	0.0132609	-0.00687724	0.0142178	-0.00707848	0.0151636	-0.00727965	0.016098	-0.00748099	0.0170209	-0.00768274	0.0179322	-0.00788511	0.0188319	-0.00808827	0.0197198	-0.00829241	0.0205958	-0.00849768	0.02146	-0.00870421	0.0223123	-0.00891213	0.0231526	-0.00912156	0.023981	-0.00933258	0.0247975	-0.00954528	0.0256021	-0.00975974	0.0263948	
0.0191297	0.00042611	0.0366993	-0.000354271	0.055275	-0.00570161	0.0693624	-0.0203764	0.0718425	-0.050212	0.0541595	-0.101785	0.00662774	-0.182084	-0.0810586	-0.298175	-0.12245	-0.360303	-0.132922	-0.381347	-0.125428	-0.37299	-0.110188	-0.345505	-0.0945974	-0.307597	-0.0832612	-0.266281	-0.0780737	-0.226806	-0.0782884	-0.192613	-0.0805568	-0.16532	-0.0789386	-0.144738	-0.0649129	-0.128905	-0.0519343	-0.114137	-0.0399452	-0.100377	-0.028891	-0.0875688	-0.0187199	-0.0756613	-0.00938261	-0.0646049	-0.000832476	-0.0543527	0.00697481	-0.0448603	0.0140813	-0.0360855	0.0205268	-0.0279883	0.0263492	-0.0205306	0.0315844	-0.0136764	0.0362663	-0.00739157	0.0404272	-0.00164366	0.0440978	0.00359808	0.047307	0.0083628	0.0500823	0.0126782	0.0524498	0.0165704	0.0544341	0.0200643	0.0560587	0.0231834	0.0573458	0.0259502	0.0583163	0.0283856	0.0589901	0.0305099	0.0593862	0.0323419	0.0595223	0.0338996	0.0594153	0.0352001	0.0590812	0.0362596	0.0585352	0.0370932	0.0577916	0.0377155	0.0568639	0.0381401	0.055765	0.0383801	0.0545069	0.0384476	0.0531012	0.0383542	0.0515587	0.0381109	0.0498895	0.0377281	0.0481035	0.0372156	0.0462096	0.0365827	0.0442166	0.035838	0.0421326	0.0349899	0.0399652	0.0340462	0.0377218	0.0330143	0.0354092	0.0319011	0.0330338	0.0307131	0.0306017	0.0294567	0.0281186	0.0281375	0.02559	0.0267613	0.0230209	0.025333	0.020416	0.0238577	0.0177799	0.02234	0.0151168	0.0207841	0.0124307	0.0191941	0.0097253	0.017574	0.00700408	0.0159272	0.00427033	0.0142572	0.00152714	0.0125672	-0.00122261	0.0108602	-0.00397624	0.0091389	-0.00673121	0.00740598	-0.00948517	0.00566391	-0.0122359	0.00391498	-0.0149814	0.00216135	-0.0177197	0.000405017	-0.0204491	-0.00135213	-0.0231678	-0.00310834	-0.0258744	-0.00486198	-0.0285675	-0.00661153	-0.0312456	-0.00835558	-0.0339077	-0.0100928	-0.0365525	-0.011822	-0.039179	-0.0135421	-0.0417863	-0.0152519	-0.0443735	-0.0169506	-0.0469399	-0.0186372	-0.0494846	-0.020311	-0.052007	-0.0219712	-0.0545066	-0.0236171	-0.0569828	-0.025248	-0.059435	-0.0268635	-0.061863	-0.028463	-0.0642662	-0.030046	-0.0666444	-0.0316121	
0.0376958	0.00165846	0.0456754	0.00570404	0.0248561	0.0121209	-0.0422253	0.0203357	-0.173652	0.0294082	-0.387266	0.0382247	-0.699163	0.0456881	-1.12138	0.0508944	-0.663634	0.0532744	-0.323942	0.0526709	-0.0883105	0.0493108	0.060785	0.0437158	0.141922	0.0365885	0.173128	0.028694	0.17096	0.0207524	0.150105	0.0133493	0.123337	0.00686575	0.101668	0.00142695	0.0945902	-0.00313337	0.0879344	-0.0072966	0.0816776	-0.0110856	0.0757979	-0.0145219	0.0702747	-0.0176262	0.0650882	-0.0204178	0.0602197	-0.0229152	0.0556516	-0.0251358	0.051367	-0.0270964	0.0473499	-0.0288124	0.0435854	-0.0302988	0.040059	-0.0315698	0.0367572	-0.0326385	0.0336672	-0.0335178	0.0307768	-0.0342194	0.0280744	-0.0347549	0.025549	-0.0351348	0.0231904	-0.0353693	0.0209887	-0.0354681	0.0189346	-0.0354401	0.0170193	-0.0352941	0.0152345	-0.0350381	0.0135723	-0.0346798	0.0120252	-0.0342265	0.0105862	-0.0336851	0.00924856	-0.0330619	0.00800599	-0.0323632	0.00685252	-0.0315947	0.00578249	-0.0307619	0.00479055	-0.02987	0.00387166	-0.0289237	0.00302105	-0.0279277	0.0022342	-0.0268864	0.00150687	-0.0258037	0.000835019	-0.0246835	0.000214868	-0.0235295	-0.000357169	-0.022345	-0.000884471	-0.0211332	-0.00137023	-0.0198972	-0.00181744	-0.0186398	-0.00222894	-0.0173637	-0.00260739	-0.0160712	-0.00295532	-0.0147649	-0.00327509	-0.0134469	-0.00356892	-0.0121193	-0.00383892	-0.0107839	-0.00408705	-0.00944267	-0.00431516	-0.00809722	-0.004525	-0.00674916	-0.0047182	-0.00539996	-0.0048963	-0.004051	-0.00506073	-0.00270356	-0.00521284	-0.00135886	-0.0053539	-1.79931e-05	-0.00548509	0.001318	-0.00560752	0.00264815	-0.00572222	0.00397157	-0.00583016	0.00528745	-0.00593225	0.00659502	-0.00602932	0.00789357	-0.00612215	0.00918247	-0.00621149	0.0104611	-0.00629801	0.011729	-0.00638233	0.0129856	-0.00646505	0.0142304	-0.0065467	0.0154631	-0.00662779	0.0166833	-0.00670877	0.0178906	-0.00679008	0.0190848	-0.00687211	0.0202656	-0.00695521	0.0214328	-0.00703972	0.022586	-0.00712594	0.0237253	-0.00721414	0.0248504	-0.00730457	0.0259612	-0.00739746	0.0270576	-0.00749302	0.0281395	-0.00759141	0.0292068	-0.00769281	0.0302595	-0.00779737	0.0312976	-0.0079052	0.0323211	
0.0119747	0.00195874	0.026676	0.00557127	0.0454339	0.00859046	0.0645275	0.0071444	0.0784729	-0.00394783	0.08015	-0.0308586	0.0609844	-0.0804303	0.011258	-0.159847	-0.0793685	-0.276306	-0.124457	-0.340112	-0.139338	-0.364131	-0.136822	-0.359956	-0.126831	-0.33768	-0.116251	-0.305729	-0.108904	-0.270733	-0.105564	-0.237434	-0.103981	-0.208641	-0.0988931	-0.185205	-0.0820567	-0.166037	-0.0664665	-0.148138	-0.0520541	-0.13144	-0.0387548	-0.115878	-0.026507	-0.10139	-0.0152523	-0.0879174	-0.00493525	-0.0754045	0.00449666	-0.0637986	0.0130933	-0.0530495	0.0209021	-0.0431097	0.0279679	-0.0339341	0.0343334	-0.0254799	0.0400388	-0.0177065	0.0451225	-0.0105753	0.0496209	-0.00404992	0.0535683	0.00190442	0.0569975	0.00732054	0.0599395	0.0122296	0.0624234	0.0166611	0.0644772	0.0206431	0.0661273	0.0242022	0.0673985	0.0273634	0.0683145	0.0301506	0.0688978	0.0325865	0.0691695	0.0346924	0.0691498	0.0364885	0.0688576	0.0379942	0.068311	0.0392275	0.067527	0.0402058	0.0665218	0.0409453	0.0653105	0.0414614	0.0639077	0.0417687	0.062327	0.0418811	0.0605812	0.0418116	0.0586826	0.0415726	0.0566426	0.0411757	0.0544723	0.0406321	0.0521818	0.0399522	0.0497809	0.0391459	0.0472788	0.0382224	0.044684	0.0371906	0.0420048	0.0360588	0.0392489	0.0348349	0.0364234	0.0335262	0.0335354	0.0321398	0.0305911	0.0306823	0.0275967	0.0291598	0.0245579	0.0275783	0.02148	0.0259432	0.0183682	0.0242598	0.0152271	0.0225329	0.0120612	0.0207672	0.00887475	0.018967	0.00567165	0.0171363	0.0024556	0.0152791	-0.000769967	0.0133987	-0.00400179	0.0114988	-0.00723686	0.00958233	-0.0104723	0.00765236	-0.0137055	0.00571165	-0.016934	0.00376279	-0.0201555	0.00180822	-0.0233678	-0.000149787	-0.026569	-0.00210911	-0.0297571	-0.00406776	-0.0329305	-0.00602391	-0.0360875	-0.00797581	-0.0392267	-0.00992189	-0.0423468	-0.0118607	-0.0454463	-0.0137907	-0.0485243	-0.0157108	-0.0515796	-0.0176198	-0.0546112	-0.0195165	-0.0576184	-0.0213999	-0.0606001	-0.0232692	-0.0635558	-0.0251235	-0.0664847	-0.026962	-0.0693863	-0.028784	-0.07226	-0.0305888	-0.0751053	-0.032376	-0.0779219	-0.0341448	
0.0501987	0.00167769	0.0762687	0.00587425	0.085142	0.0127327	0.0618142	0.0218395	-0.00998203	0.0323727	-0.147389	0.0432586	-0.367544	0.0533362	-0.686038	0.0615238	-1.11456	0.0669747	-0.662577	0.0692031	-0.327925	0.0681478	-0.0964249	0.0641331	0.0496572	0.0577705	0.129177	0.0498362	0.160527	0.0411453	0.160725	0.0324372	0.145009	0.0242782	0.126758	0.0169842	0.117591	0.0105619	0.108978	0.00466603	0.100888	-0.00073332	0.0932929	-0.00566449	0.0861658	-0.0101544	0.0794806	-0.0142285	0.0732131	-0.017911	0.06734	-0.0212248	0.0618393	-0.0241916	0.0566902	-0.0268321	0.0518729	-0.0291657	0.0473687	-0.031211	0.0431598	-0.0329853	0.0392294	-0.0345055	0.0355615	-0.0357871	0.0321409	-0.0368451	0.0289535	-0.0376935	0.0259855	-0.0383458	0.0232241	-0.0388144	0.0206571	-0.0391115	0.018273	-0.0392483	0.0160608	-0.0392355	0.0140102	-0.0390832	0.0121115	-0.0388011	0.0103552	-0.0383981	0.00873276	-0.0378829	0.00723574	-0.0372634	0.00585632	-0.0365474	0.00458708	-0.0357421	0.00342099	-0.0348543	0.0023514	-0.0338905	0.00137205	-0.0328566	0.000477002	-0.0317584	-0.000339353	-0.0306014	-0.00108231	-0.0293906	-0.00175686	-0.0281309	-0.00236773	-0.0268267	-0.00291937	-0.0254824	-0.003416	-0.0241019	-0.00386156	-0.022689	-0.00425981	-0.0212473	-0.00461426	-0.0197801	-0.00492824	-0.0182905	-0.00520488	-0.0167816	-0.00544713	-0.015256	-0.00565776	-0.0137165	-0.00583937	-0.0121653	-0.00599443	-0.0106048	-0.00612525	-0.00903708	-0.00623399	-0.00746423	-0.00632269	-0.00588807	-0.00639325	-0.00431034	-0.00644749	-0.00273268	-0.00648707	-0.00115661	-0.00651358	0.000416461	-0.00652849	0.00198522	-0.00653318	0.00354843	-0.00652895	0.00510497	-0.006517	0.00665378	-0.00649845	0.0081939	-0.00647437	0.00972441	-0.00644572	0.0112445	-0.00641343	0.0127534	-0.00637834	0.0142504	-0.00634123	0.0157349	-0.00630284	0.0172062	-0.00626385	0.0186639	-0.00622488	0.0201074	-0.00618651	0.0215364	-0.00614928	0.0229504	-0.00611367	0.0243491	-0.00608014	0.0257321	-0.0060491	0.0270993	-0.00602092	0.0284502	-0.00599596	0.0297848	-0.00597452	0.0311029	-0.00595689	0.0324042	-0.00594333	0.0336887	-0.00593405	0.0349562	-0.00592928	0.0362067	-0.00592918	0.0374402	
0.00488548	0.00301938	0.0155941	0.0097707	0.032097	0.0189547	0.0522146	0.0275501	0.0720119	0.0311014	0.0858865	0.0240068	0.0866634	-0.000188351	0.0657567	-0.0484907	0.0134728	-0.128149	-0.080463	-0.246334	-0.129492	-0.31325	-0.148737	-0.341587	-0.150683	-0.342687	-0.144758	-0.326327	-0.137145	-0.300541	-0.130706	-0.271492	-0.124971	-0.243378	-0.116149	-0.218386	-0.0971692	-0.196674	-0.0795827	-0.176382	-0.0633135	-0.157434	-0.0482892	-0.139758	-0.0344411	-0.123284	-0.0217042	-0.107948	-0.0100167	-0.0936864	0.000680215	-0.0804415	0.0104421	-0.068157	0.0193218	-0.0567797	0.0273693	-0.0462595	0.0346323	-0.0365484	0.0411558	-0.0276011	0.0469826	-0.0193748	0.0521532	-0.0118284	0.0567061	-0.00492345	0.0606777	0.00137684	0.0641026	0.00710725	0.0670135	0.0123008	0.0694415	0.0169887	0.0714161	0.0212006	0.0729651	0.0249648	0.0741149	0.0283077	0.0748907	0.0312547	0.0753159	0.0338296	0.0754132	0.0360552	0.0752038	0.0379528	0.0747078	0.039543	0.0739443	0.0408448	0.0729312	0.0418765	0.0716856	0.0426554	0.0702238	0.0431979	0.0685609	0.0435194	0.0667113	0.0436345	0.0646888	0.043557	0.0625062	0.0433001	0.0601756	0.0428762	0.0577087	0.0422969	0.0551163	0.0415733	0.0524086	0.0407158	0.0495954	0.0397344	0.0466858	0.0386384	0.0436884	0.0374365	0.0406113	0.0361371	0.0374623	0.0347481	0.0342485	0.0332768	0.0309767	0.0317302	0.0276535	0.0301149	0.0242847	0.0284371	0.0208761	0.0267027	0.017433	0.0249171	0.0139605	0.0230856	0.0104632	0.0212129	0.00694559	0.0193038	0.00341178	0.0173625	-0.000134322	0.0153931	-0.00368907	0.0133993	-0.00724904	0.0113848	-0.0108111	0.00935282	-0.0143721	0.0073066	-0.0179294	0.00524904	-0.0214804	0.00318291	-0.0250226	0.00111077	-0.0285538	-0.000964965	-0.0320718	-0.00304205	-0.0355748	-0.00511839	-0.0390609	-0.00719202	-0.0425283	-0.00926113	-0.0459757	-0.011324	-0.0494015	-0.0133791	-0.0528044	-0.015425	-0.0561832	-0.0174603	-0.0595368	-0.0194837	-0.0628642	-0.0214941	-0.0661644	-0.0234905	-0.0694365	-0.0254718	-0.0726799	-0.0274372	-0.0758939	-0.0293858	-0.0790777	-0.031317	-0.0822309	-0.0332299	-0.085353	-0.0351241	
0.0539313	0.00158819	0.0893002	0.00565207	0.116281	0.0124697	0.122686	0.021805	0.0947502	0.0330104	0.0171821	0.0451418	-0.126431	0.0570873	-0.352706	0.067707	-0.676887	0.0759807	-1.11044	0.0811473	-0.662683	0.0828179	-0.33135	0.0810286	-0.102166	0.076193	0.0427194	0.0689963	0.122314	0.0602659	0.1552	0.0508404	0.158626	0.0414485	0.148071	0.032607	0.137131	0.0245378	0.126856	0.0171052	0.117211	0.0102733	0.10816	0.00400814	0.0996709	-0.00172258	0.0917134	-0.00694945	0.0842579	-0.0117015	0.0772766	-0.0160062	0.0707432	-0.0198897	0.0646327	-0.0233767	0.0589214	-0.0264906	0.0535867	-0.0292536	0.0486075	-0.0316868	0.0439634	-0.0338102	0.0396354	-0.0356427	0.0356053	-0.037202	0.0318558	-0.0385053	0.0283708	-0.0395685	0.0251347	-0.0404069	0.0221329	-0.0410348	0.0193515	-0.0414659	0.0167775	-0.0417131	0.0143984	-0.0417885	0.0122024	-0.0417036	0.0101784	-0.0414695	0.00831581	-0.0410965	0.00660472	-0.0405942	0.00503564	-0.0399719	0.00359965	-0.0392383	0.0022883	-0.0384017	0.00109361	-0.0374698	8.00605e-06	-0.0364499	-0.00097564	-0.0353491	-0.00186408	-0.0341738	-0.00266368	-0.0329302	-0.00338048	-0.0316241	-0.00402016	-0.030261	-0.00458808	-0.0288461	-0.00508932	-0.0273842	-0.00552866	-0.02588	-0.00591061	-0.0243377	-0.00623942	-0.0227614	-0.00651911	-0.021155	-0.00675345	-0.019522	-0.00694601	-0.0178657	-0.00710014	-0.0161895	-0.00721899	-0.0144962	-0.00730554	-0.0127886	-0.00736258	-0.0110693	-0.00739273	-0.00934086	-0.00739846	-0.00760548	-0.00738209	-0.00586532	-0.0073458	-0.00412239	-0.00729163	-0.00237856	-0.00722148	-0.000635567	-0.00713716	0.00110495	-0.00704035	0.00284149	-0.00693261	0.00457263	-0.00681542	0.00629708	-0.00669014	0.00801361	-0.00655807	0.00972111	-0.00642039	0.0114185	-0.00627823	0.0131049	-0.00613261	0.0147794	-0.0059845	0.0164412	-0.0058348	0.0180895	-0.00568434	0.0197236	-0.0055339	0.021343	-0.00538417	0.022947	-0.00523582	0.0245352	-0.00508945	0.0261071	-0.00494563	0.0276622	-0.00480487	0.0292002	-0.00466763	0.0307209	-0.00453434	0.0322238	-0.00440539	0.0337087	-0.00428114	0.0351754	-0.00416191	0.0366238	-0.00404799	0.0380536	-0.00393964	0.0394648	-0.00383709	0.0408572	
-0.00138554	0.00364604	0.00499323	0.0123745	0.0178485	0.0256669	0.0362613	0.0412993	0.0576753	0.0555884	0.0779585	0.0636375	0.0914404	0.0595875	0.0909674	0.0368755	0.0680397	-0.0114937	0.0131006	-0.0926631	-0.0839369	-0.213625	-0.136265	-0.284348	-0.158683	-0.317241	-0.163244	-0.323336	-0.158825	-0.312071	-0.150911	-0.291121	-0.141509	-0.266276	-0.129148	-0.241353	-0.108927	-0.218157	-0.0901773	-0.196461	-0.0728195	-0.176187	-0.056777	-0.157257	-0.0419776	-0.139599	-0.0283527	-0.123144	-0.0158371	-0.107826	-0.00436888	-0.0935834	0.00611049	-0.0803573	0.0156567	-0.0680917	0.0243227	-0.0567335	0.0321584	-0.0462323	0.0392114	-0.0365403	0.0455269	-0.0276121	0.0511475	-0.0194048	0.0561138	-0.0118775	0.0604643	-0.00499153	0.0642353	0.00128984	0.0674616	0.00700139	0.0701758	0.0121761	0.072409	0.0168454	0.0741905	0.0210388	0.0755484	0.0247845	0.0765089	0.0281091	0.0770972	0.0310379	0.0773368	0.0335949	0.0772503	0.0358026	0.0768589	0.0376826	0.0761827	0.0392552	0.0752408	0.0405397	0.0740511	0.0415542	0.0726308	0.0423162	0.0709958	0.0428419	0.0691616	0.0431467	0.0671424	0.0432454	0.064952	0.0431518	0.0626032	0.0428789	0.0601082	0.0424391	0.0574785	0.0418442	0.054725	0.0411052	0.0518579	0.0402326	0.0488868	0.0392362	0.045821	0.0381254	0.042669	0.0369089	0.0394389	0.0355952	0.0361385	0.0341919	0.0327749	0.0327067	0.0293549	0.0311463	0.0258849	0.0295175	0.0223709	0.0278264	0.0188187	0.0260788	0.0152334	0.0242803	0.0116202	0.022436	0.00798372	0.0205509	0.00432834	0.0186295	0.000658222	0.016676	-0.00302276	0.0146946	-0.00671096	0.0126891	-0.010403	0.010663	-0.0140957	0.00861972	-0.017786	0.00656232	-0.0214713	0.00449378	-0.0251488	0.00241684	-0.0288163	0.000334085	-0.0324714	-0.00175209	-0.036112	-0.00383943	-0.0397363	-0.00592586	-0.0433424	-0.0080094	-0.0469287	-0.0100883	-0.0504936	-0.0121607	-0.0540356	-0.0142252	-0.0575536	-0.0162803	-0.0610462	-0.0183247	-0.0645125	-0.020357	-0.0679513	-0.0223762	-0.0713617	-0.0243812	-0.074743	-0.0263709	-0.0780944	-0.0283446	-0.0814151	-0.0303014	-0.0847046	-0.0322405	-0.0879624	-0.0341613	
